time,"Appennino emiliano, area Monte Cimone_NORD",Crinale savonese entroterra ligure_NORD,"Piemonte sud-occidentale , Cuneese_NORD","Valle d’Aosta , area alpina_NORD","Veneto orientale , Delta del Po_NORD","Basilicata, area Melfi,Potenza_SUD","Calabria, area Crotone,Catanzaro_SUD","Campania, area Benevento,Avellino_SUD","Puglia, area Foggia,Daunia_SUD","Sicilia occidentale, area Trapani_SUD"
2019-03-05 01:00:00,0.168,0.074,0.104,0.104,0.104,0.834,0.484,0.511,0.785,0.317
2019-03-05 02:00:00,0.108,0.071,0.128,0.128,0.128,0.793,0.436,0.428,0.735,0.264
2019-03-05 03:00:00,0.078,0.072,0.157,0.157,0.157,0.757,0.389,0.403,0.677,0.248
2019-03-05 04:00:00,0.065,0.071,0.179,0.179,0.179,0.708,0.325,0.368,0.595,0.248
2019-03-05 05:00:00,0.063,0.068,0.188,0.188,0.188,0.654,0.26,0.345,0.546,0.239
2019-03-05 06:00:00,0.059,0.075,0.174,0.174,0.174,0.561,0.16,0.315,0.417,0.217
2019-03-05 07:00:00,0.055,0.077,0.14,0.14,0.14,0.541,0.121,0.319,0.455,0.181
2019-03-05 08:00:00,0.036,0.076,0.123,0.123,0.123,0.494,0.191,0.335,0.449,0.218
2019-03-05 09:00:00,0.032,0.092,0.108,0.108,0.108,0.485,0.249,0.353,0.428,0.249
2019-03-05 10:00:00,0.03,0.052,0.056,0.056,0.056,0.498,0.294,0.396,0.423,0.259
2019-03-05 11:00:00,0.035,0.014,0.022,0.022,0.022,0.532,0.359,0.442,0.426,0.269
2019-03-05 12:00:00,0.049,0.013,0.01,0.01,0.01,0.566,0.446,0.461,0.451,0.28
2019-03-05 13:00:00,0.059,0.012,0.002,0.002,0.002,0.584,0.52,0.446,0.508,0.274
2019-03-05 14:00:00,0.064,0.007,0.0,0.0,0.0,0.563,0.541,0.4,0.541,0.238
2019-03-05 15:00:00,0.055,0.023,0.001,0.001,0.001,0.522,0.525,0.328,0.528,0.164
2019-03-05 16:00:00,0.069,0.07,0.004,0.004,0.004,0.499,0.485,0.287,0.53,0.096
2019-03-05 17:00:00,0.127,0.143,0.014,0.014,0.014,0.479,0.43,0.253,0.517,0.063
2019-03-05 18:00:00,0.187,0.171,0.022,0.022,0.022,0.474,0.379,0.22,0.53,0.062
2019-03-05 19:00:00,0.193,0.141,0.023,0.023,0.023,0.465,0.34,0.187,0.521,0.09
2019-03-05 20:00:00,0.202,0.097,0.024,0.024,0.024,0.466,0.303,0.175,0.52,0.13
2019-03-05 21:00:00,0.184,0.06,0.026,0.026,0.026,0.462,0.274,0.158,0.523,0.141
2019-03-05 22:00:00,0.171,0.051,0.029,0.029,0.029,0.433,0.246,0.128,0.497,0.119
2019-03-05 23:00:00,0.183,0.08,0.033,0.033,0.033,0.431,0.218,0.097,0.481,0.085
2019-03-06 00:00:00,0.206,0.108,0.04,0.04,0.04,0.409,0.2,0.074,0.456,0.057
2019-03-06 01:00:00,0.208,0.124,0.048,0.048,0.048,0.376,0.2,0.073,0.452,0.04
2019-03-06 02:00:00,0.183,0.125,0.044,0.044,0.044,0.382,0.212,0.063,0.42,0.028
2019-03-06 03:00:00,0.17,0.141,0.04,0.04,0.04,0.363,0.214,0.054,0.406,0.017
2019-03-06 04:00:00,0.187,0.149,0.036,0.036,0.036,0.32,0.179,0.056,0.404,0.025
2019-03-06 05:00:00,0.177,0.152,0.034,0.034,0.034,0.303,0.132,0.056,0.398,0.071
2019-03-06 06:00:00,0.139,0.146,0.024,0.024,0.024,0.189,0.085,0.045,0.261,0.138
2019-03-06 07:00:00,0.113,0.149,0.011,0.011,0.011,0.078,0.022,0.043,0.126,0.162
2019-03-06 08:00:00,0.158,0.196,0.014,0.014,0.014,0.036,0.002,0.072,0.074,0.191
2019-03-06 09:00:00,0.178,0.25,0.026,0.026,0.026,0.037,0.0,0.099,0.072,0.244
2019-03-06 10:00:00,0.153,0.292,0.057,0.057,0.057,0.048,0.004,0.133,0.076,0.305
2019-03-06 11:00:00,0.143,0.335,0.12,0.12,0.12,0.067,0.023,0.168,0.076,0.364
2019-03-06 12:00:00,0.142,0.353,0.187,0.187,0.187,0.085,0.056,0.191,0.08,0.413
2019-03-06 13:00:00,0.143,0.346,0.227,0.227,0.227,0.1,0.096,0.204,0.096,0.452
2019-03-06 14:00:00,0.141,0.339,0.257,0.257,0.257,0.108,0.141,0.205,0.091,0.482
2019-03-06 15:00:00,0.114,0.301,0.246,0.246,0.246,0.095,0.191,0.173,0.06,0.484
2019-03-06 16:00:00,0.096,0.23,0.195,0.195,0.195,0.079,0.261,0.146,0.046,0.505
2019-03-06 17:00:00,0.104,0.244,0.162,0.162,0.162,0.082,0.29,0.122,0.057,0.563
2019-03-06 18:00:00,0.12,0.223,0.125,0.125,0.125,0.12,0.306,0.123,0.087,0.602
2019-03-06 19:00:00,0.171,0.201,0.096,0.096,0.096,0.206,0.322,0.157,0.159,0.648
2019-03-06 20:00:00,0.189,0.191,0.094,0.094,0.094,0.335,0.335,0.201,0.282,0.691
2019-03-06 21:00:00,0.176,0.232,0.137,0.137,0.137,0.463,0.329,0.24,0.408,0.746
2019-03-06 22:00:00,0.168,0.231,0.161,0.161,0.161,0.541,0.308,0.272,0.495,0.8
2019-03-06 23:00:00,0.191,0.234,0.164,0.164,0.164,0.574,0.293,0.294,0.533,0.835
2019-03-07 00:00:00,0.233,0.248,0.171,0.171,0.171,0.602,0.302,0.318,0.544,0.85
2019-03-07 01:00:00,0.253,0.265,0.179,0.179,0.179,0.625,0.329,0.346,0.538,0.845
2019-03-07 02:00:00,0.295,0.317,0.196,0.196,0.196,0.645,0.356,0.374,0.524,0.836
2019-03-07 03:00:00,0.345,0.37,0.225,0.225,0.225,0.635,0.37,0.377,0.491,0.831
2019-03-07 04:00:00,0.42,0.395,0.219,0.219,0.219,0.602,0.368,0.349,0.463,0.829
2019-03-07 05:00:00,0.501,0.453,0.223,0.223,0.223,0.573,0.358,0.329,0.45,0.825
2019-03-07 06:00:00,0.486,0.511,0.196,0.196,0.196,0.495,0.319,0.282,0.387,0.794
2019-03-07 07:00:00,0.507,0.497,0.135,0.135,0.135,0.308,0.272,0.213,0.221,0.767
2019-03-07 08:00:00,0.761,0.474,0.171,0.171,0.171,0.387,0.346,0.385,0.264,0.792
2019-03-07 09:00:00,0.809,0.424,0.208,0.208,0.208,0.541,0.409,0.524,0.454,0.791
2019-03-07 10:00:00,0.802,0.387,0.229,0.229,0.229,0.621,0.46,0.603,0.572,0.753
2019-03-07 11:00:00,0.793,0.377,0.261,0.261,0.261,0.67,0.518,0.66,0.659,0.688
2019-03-07 12:00:00,0.779,0.39,0.279,0.279,0.279,0.705,0.577,0.693,0.71,0.61
2019-03-07 13:00:00,0.756,0.408,0.274,0.274,0.274,0.715,0.619,0.677,0.72,0.525
2019-03-07 14:00:00,0.714,0.403,0.239,0.239,0.239,0.659,0.628,0.589,0.691,0.437
2019-03-07 15:00:00,0.649,0.385,0.207,0.207,0.207,0.608,0.573,0.469,0.679,0.369
2019-03-07 16:00:00,0.549,0.385,0.212,0.212,0.212,0.598,0.565,0.456,0.66,0.367
2019-03-07 17:00:00,0.49,0.414,0.226,0.226,0.226,0.642,0.569,0.474,0.639,0.378
2019-03-07 18:00:00,0.442,0.438,0.254,0.254,0.254,0.668,0.553,0.459,0.627,0.361
2019-03-07 19:00:00,0.419,0.418,0.265,0.265,0.265,0.699,0.538,0.433,0.625,0.34
2019-03-07 20:00:00,0.419,0.365,0.265,0.265,0.265,0.72,0.527,0.412,0.63,0.322
2019-03-07 21:00:00,0.414,0.332,0.244,0.244,0.244,0.735,0.53,0.394,0.627,0.312
2019-03-07 22:00:00,0.399,0.289,0.215,0.215,0.215,0.744,0.527,0.379,0.608,0.312
2019-03-07 23:00:00,0.392,0.229,0.184,0.184,0.184,0.735,0.522,0.372,0.584,0.323
2019-03-08 00:00:00,0.378,0.175,0.149,0.149,0.149,0.732,0.515,0.367,0.554,0.334
2019-03-08 01:00:00,0.374,0.139,0.131,0.131,0.131,0.729,0.5,0.36,0.513,0.343
2019-03-08 02:00:00,0.363,0.107,0.117,0.117,0.117,0.714,0.476,0.335,0.45,0.363
2019-03-08 03:00:00,0.359,0.08,0.097,0.097,0.097,0.67,0.431,0.288,0.369,0.376
2019-03-08 04:00:00,0.366,0.073,0.093,0.093,0.093,0.608,0.372,0.24,0.324,0.372
2019-03-08 05:00:00,0.374,0.079,0.1,0.1,0.1,0.513,0.319,0.196,0.301,0.353
2019-03-08 06:00:00,0.348,0.086,0.107,0.107,0.107,0.327,0.26,0.123,0.191,0.301
2019-03-08 07:00:00,0.396,0.055,0.069,0.069,0.069,0.239,0.208,0.1,0.136,0.216
2019-03-08 08:00:00,0.483,0.024,0.03,0.03,0.03,0.236,0.284,0.106,0.157,0.181
2019-03-08 09:00:00,0.476,0.016,0.01,0.01,0.01,0.187,0.332,0.108,0.109,0.161
2019-03-08 10:00:00,0.417,0.014,0.003,0.003,0.003,0.161,0.359,0.114,0.084,0.128
2019-03-08 11:00:00,0.356,0.019,0.0,0.0,0.0,0.153,0.369,0.106,0.084,0.098
2019-03-08 12:00:00,0.317,0.06,0.0,0.0,0.0,0.14,0.377,0.087,0.077,0.077
2019-03-08 13:00:00,0.294,0.099,0.0,0.0,0.0,0.121,0.397,0.072,0.058,0.062
2019-03-08 14:00:00,0.276,0.132,0.0,0.0,0.0,0.102,0.416,0.061,0.042,0.052
2019-03-08 15:00:00,0.256,0.191,0.006,0.006,0.006,0.082,0.458,0.047,0.035,0.044
2019-03-08 16:00:00,0.243,0.244,0.017,0.017,0.017,0.073,0.507,0.04,0.026,0.044
2019-03-08 17:00:00,0.246,0.28,0.012,0.012,0.012,0.067,0.513,0.03,0.011,0.018
2019-03-08 18:00:00,0.234,0.268,0.003,0.003,0.003,0.082,0.513,0.029,0.014,0.002
2019-03-08 19:00:00,0.239,0.193,0.007,0.007,0.007,0.136,0.522,0.04,0.056,0.0
2019-03-08 20:00:00,0.255,0.109,0.025,0.025,0.025,0.218,0.514,0.052,0.147,0.0
2019-03-08 21:00:00,0.246,0.067,0.042,0.042,0.042,0.3,0.475,0.061,0.229,0.001
2019-03-08 22:00:00,0.236,0.048,0.058,0.058,0.058,0.36,0.449,0.074,0.255,0.001
2019-03-08 23:00:00,0.227,0.036,0.069,0.069,0.069,0.41,0.455,0.096,0.257,0.0
2019-03-09 00:00:00,0.215,0.028,0.08,0.08,0.08,0.46,0.433,0.123,0.282,0.0
2019-03-09 01:00:00,0.214,0.03,0.076,0.076,0.076,0.49,0.393,0.149,0.334,0.0
2019-03-09 02:00:00,0.229,0.032,0.084,0.084,0.084,0.52,0.354,0.158,0.386,0.0
2019-03-09 03:00:00,0.229,0.029,0.09,0.09,0.09,0.545,0.34,0.153,0.395,0.0
2019-03-09 04:00:00,0.208,0.023,0.085,0.085,0.085,0.549,0.345,0.14,0.404,0.003
2019-03-09 05:00:00,0.21,0.024,0.084,0.084,0.084,0.513,0.343,0.128,0.4,0.006
2019-03-09 06:00:00,0.215,0.024,0.08,0.08,0.08,0.37,0.284,0.086,0.266,0.007
2019-03-09 07:00:00,0.26,0.01,0.041,0.041,0.041,0.329,0.163,0.092,0.246,0.007
2019-03-09 08:00:00,0.374,0.002,0.009,0.009,0.009,0.345,0.134,0.109,0.255,0.017
2019-03-09 09:00:00,0.363,0.001,0.002,0.002,0.002,0.337,0.126,0.133,0.205,0.036
2019-03-09 10:00:00,0.329,0.001,0.002,0.002,0.002,0.314,0.114,0.166,0.152,0.05
2019-03-09 11:00:00,0.312,0.003,0.002,0.002,0.002,0.317,0.103,0.218,0.127,0.06
2019-03-09 12:00:00,0.303,0.018,0.002,0.002,0.002,0.348,0.111,0.266,0.116,0.082
2019-03-09 13:00:00,0.291,0.051,0.004,0.004,0.004,0.391,0.132,0.291,0.114,0.112
2019-03-09 14:00:00,0.27,0.096,0.006,0.006,0.006,0.414,0.166,0.279,0.097,0.136
2019-03-09 15:00:00,0.26,0.135,0.006,0.006,0.006,0.412,0.21,0.245,0.064,0.139
2019-03-09 16:00:00,0.28,0.149,0.01,0.01,0.01,0.447,0.262,0.239,0.073,0.141
2019-03-09 17:00:00,0.327,0.132,0.017,0.017,0.017,0.476,0.336,0.257,0.198,0.143
2019-03-09 18:00:00,0.356,0.099,0.03,0.03,0.03,0.49,0.398,0.272,0.393,0.118
2019-03-09 19:00:00,0.374,0.062,0.048,0.048,0.048,0.504,0.423,0.272,0.507,0.089
2019-03-09 20:00:00,0.368,0.039,0.075,0.075,0.075,0.506,0.414,0.255,0.543,0.067
2019-03-09 21:00:00,0.361,0.048,0.115,0.115,0.115,0.522,0.409,0.235,0.545,0.055
2019-03-09 22:00:00,0.357,0.056,0.152,0.152,0.152,0.511,0.401,0.246,0.524,0.04
2019-03-09 23:00:00,0.335,0.05,0.158,0.158,0.158,0.568,0.374,0.297,0.54,0.025
2019-03-10 00:00:00,0.289,0.051,0.16,0.16,0.16,0.598,0.344,0.301,0.556,0.017
2019-03-10 01:00:00,0.274,0.073,0.193,0.193,0.193,0.606,0.324,0.282,0.556,0.014
2019-03-10 02:00:00,0.278,0.107,0.239,0.239,0.239,0.612,0.319,0.289,0.549,0.013
2019-03-10 03:00:00,0.274,0.145,0.274,0.274,0.274,0.61,0.317,0.292,0.542,0.01
2019-03-10 04:00:00,0.276,0.169,0.29,0.29,0.29,0.584,0.307,0.296,0.523,0.007
2019-03-10 05:00:00,0.272,0.158,0.297,0.297,0.297,0.544,0.279,0.297,0.503,0.006
2019-03-10 06:00:00,0.229,0.146,0.283,0.283,0.283,0.58,0.174,0.325,0.444,0.011
2019-03-10 07:00:00,0.276,0.107,0.204,0.204,0.204,0.574,0.127,0.383,0.507,0.024
2019-03-10 08:00:00,0.357,0.081,0.137,0.137,0.137,0.523,0.091,0.433,0.503,0.051
2019-03-10 09:00:00,0.366,0.094,0.164,0.164,0.164,0.52,0.048,0.501,0.524,0.082
2019-03-10 10:00:00,0.372,0.109,0.229,0.229,0.229,0.561,0.032,0.577,0.592,0.114
2019-03-10 11:00:00,0.375,0.112,0.268,0.268,0.268,0.637,0.079,0.645,0.679,0.146
2019-03-10 12:00:00,0.375,0.099,0.301,0.301,0.301,0.727,0.189,0.697,0.764,0.176
2019-03-10 13:00:00,0.372,0.091,0.309,0.309,0.309,0.791,0.315,0.71,0.813,0.193
2019-03-10 14:00:00,0.355,0.073,0.287,0.287,0.287,0.824,0.407,0.689,0.825,0.191
2019-03-10 15:00:00,0.325,0.046,0.251,0.251,0.251,0.819,0.397,0.62,0.789,0.158
2019-03-10 16:00:00,0.262,0.03,0.262,0.262,0.262,0.767,0.398,0.477,0.733,0.117
2019-03-10 17:00:00,0.257,0.024,0.289,0.289,0.289,0.748,0.412,0.449,0.732,0.095
2019-03-10 18:00:00,0.275,0.034,0.311,0.311,0.311,0.718,0.39,0.446,0.71,0.093
2019-03-10 19:00:00,0.269,0.058,0.319,0.319,0.319,0.715,0.391,0.44,0.685,0.114
2019-03-10 20:00:00,0.252,0.097,0.315,0.315,0.315,0.727,0.419,0.444,0.693,0.14
2019-03-10 21:00:00,0.25,0.176,0.288,0.288,0.288,0.748,0.458,0.477,0.686,0.154
2019-03-10 22:00:00,0.234,0.272,0.259,0.259,0.259,0.767,0.479,0.501,0.684,0.16
2019-03-10 23:00:00,0.196,0.343,0.263,0.263,0.263,0.768,0.465,0.476,0.66,0.166
2019-03-11 00:00:00,0.171,0.377,0.269,0.269,0.269,0.756,0.419,0.451,0.693,0.173
2019-03-11 01:00:00,0.135,0.398,0.296,0.296,0.296,0.708,0.356,0.414,0.665,0.183
2019-03-11 02:00:00,0.092,0.428,0.321,0.321,0.321,0.679,0.294,0.372,0.565,0.189
2019-03-11 03:00:00,0.09,0.457,0.34,0.34,0.34,0.659,0.244,0.382,0.551,0.191
2019-03-11 04:00:00,0.094,0.509,0.36,0.36,0.36,0.642,0.206,0.421,0.535,0.193
2019-03-11 05:00:00,0.115,0.551,0.356,0.356,0.356,0.625,0.163,0.36,0.487,0.206
2019-03-11 06:00:00,0.121,0.467,0.284,0.284,0.284,0.639,0.102,0.372,0.388,0.201
2019-03-11 07:00:00,0.122,0.309,0.218,0.218,0.218,0.734,0.157,0.396,0.49,0.206
2019-03-11 08:00:00,0.28,0.371,0.346,0.346,0.346,0.735,0.297,0.394,0.52,0.234
2019-03-11 09:00:00,0.364,0.474,0.479,0.479,0.479,0.689,0.434,0.377,0.485,0.298
2019-03-11 10:00:00,0.366,0.557,0.644,0.644,0.644,0.653,0.551,0.375,0.408,0.408
2019-03-11 11:00:00,0.397,0.683,0.79,0.79,0.79,0.633,0.642,0.378,0.34,0.562
2019-03-11 12:00:00,0.542,0.849,0.885,0.885,0.885,0.62,0.711,0.378,0.289,0.686
2019-03-11 13:00:00,0.76,0.926,0.921,0.921,0.921,0.61,0.736,0.368,0.262,0.731
2019-03-11 14:00:00,0.878,0.952,0.935,0.935,0.935,0.588,0.711,0.361,0.274,0.731
2019-03-11 15:00:00,0.891,0.958,0.93,0.93,0.93,0.564,0.658,0.364,0.367,0.694
2019-03-11 16:00:00,0.897,0.945,0.885,0.885,0.885,0.588,0.63,0.379,0.538,0.638
2019-03-11 17:00:00,0.898,0.891,0.819,0.819,0.819,0.637,0.598,0.417,0.629,0.661
2019-03-11 18:00:00,0.829,0.853,0.775,0.775,0.775,0.712,0.57,0.446,0.674,0.726
2019-03-11 19:00:00,0.761,0.848,0.71,0.71,0.71,0.745,0.568,0.459,0.725,0.772
2019-03-11 20:00:00,0.733,0.822,0.639,0.639,0.639,0.731,0.621,0.393,0.697,0.843
2019-03-11 21:00:00,0.706,0.785,0.573,0.573,0.573,0.743,0.689,0.302,0.63,0.931
2019-03-11 22:00:00,0.659,0.71,0.477,0.477,0.477,0.642,0.698,0.223,0.558,0.954
2019-03-11 23:00:00,0.561,0.624,0.34,0.34,0.34,0.427,0.702,0.242,0.643,0.964
2019-03-12 00:00:00,0.478,0.51,0.192,0.192,0.192,0.288,0.769,0.609,0.909,0.968
2019-03-12 01:00:00,0.458,0.419,0.093,0.093,0.093,0.682,0.84,0.925,0.957,0.969
2019-03-12 02:00:00,0.446,0.337,0.037,0.037,0.037,0.883,0.909,0.963,0.967,0.968
2019-03-12 03:00:00,0.436,0.277,0.033,0.033,0.033,0.921,0.909,0.966,0.968,0.969
2019-03-12 04:00:00,0.414,0.225,0.039,0.039,0.039,0.938,0.81,0.967,0.962,0.969
2019-03-12 05:00:00,0.414,0.171,0.026,0.026,0.026,0.94,0.673,0.962,0.945,0.969
2019-03-12 06:00:00,0.282,0.101,0.014,0.014,0.014,0.92,0.63,0.96,0.939,0.969
2019-03-12 07:00:00,0.178,0.027,0.005,0.005,0.005,0.959,0.953,0.968,0.963,0.969
2019-03-12 08:00:00,0.257,0.003,0.004,0.004,0.004,0.969,0.862,0.968,0.968,0.968
2019-03-12 09:00:00,0.168,0.004,0.005,0.005,0.005,0.968,0.802,0.965,0.965,0.969
2019-03-12 10:00:00,0.078,0.007,0.005,0.005,0.005,0.968,0.77,0.962,0.961,0.969
2019-03-12 11:00:00,0.028,0.039,0.008,0.008,0.008,0.966,0.741,0.954,0.954,0.967
2019-03-12 12:00:00,0.008,0.141,0.016,0.016,0.016,0.962,0.727,0.938,0.948,0.963
2019-03-12 13:00:00,0.004,0.262,0.027,0.027,0.027,0.955,0.724,0.912,0.94,0.957
2019-03-12 14:00:00,0.009,0.372,0.043,0.043,0.043,0.94,0.747,0.872,0.922,0.948
2019-03-12 15:00:00,0.021,0.42,0.05,0.05,0.05,0.907,0.777,0.82,0.887,0.929
2019-03-12 16:00:00,0.04,0.408,0.064,0.064,0.064,0.842,0.805,0.743,0.825,0.891
2019-03-12 17:00:00,0.08,0.412,0.091,0.091,0.091,0.752,0.853,0.668,0.761,0.846
2019-03-12 18:00:00,0.113,0.358,0.078,0.078,0.078,0.639,0.889,0.59,0.684,0.799
2019-03-12 19:00:00,0.129,0.327,0.059,0.059,0.059,0.602,0.925,0.529,0.612,0.747
2019-03-12 20:00:00,0.143,0.319,0.055,0.055,0.055,0.572,0.953,0.461,0.584,0.691
2019-03-12 21:00:00,0.174,0.338,0.069,0.069,0.069,0.53,0.964,0.404,0.574,0.656
2019-03-12 22:00:00,0.221,0.389,0.085,0.085,0.085,0.49,0.968,0.326,0.515,0.619
2019-03-12 23:00:00,0.272,0.401,0.098,0.098,0.098,0.423,0.969,0.248,0.425,0.58
2019-03-13 00:00:00,0.323,0.408,0.11,0.11,0.11,0.329,0.963,0.195,0.343,0.532
2019-03-13 01:00:00,0.376,0.426,0.138,0.138,0.138,0.27,0.946,0.153,0.291,0.466
2019-03-13 02:00:00,0.377,0.401,0.129,0.129,0.129,0.22,0.921,0.104,0.25,0.401
2019-03-13 03:00:00,0.353,0.286,0.099,0.099,0.099,0.159,0.887,0.059,0.181,0.317
2019-03-13 04:00:00,0.328,0.161,0.104,0.104,0.104,0.106,0.826,0.027,0.104,0.213
2019-03-13 05:00:00,0.297,0.107,0.078,0.078,0.078,0.079,0.765,0.009,0.067,0.114
2019-03-13 06:00:00,0.233,0.079,0.057,0.057,0.057,0.043,0.727,0.002,0.047,0.044
2019-03-13 07:00:00,0.19,0.079,0.067,0.067,0.067,0.024,0.676,0.001,0.017,0.016
2019-03-13 08:00:00,0.202,0.165,0.13,0.13,0.13,0.031,0.553,0.011,0.017,0.01
2019-03-13 09:00:00,0.181,0.234,0.134,0.134,0.134,0.057,0.431,0.055,0.027,0.025
2019-03-13 10:00:00,0.155,0.227,0.103,0.103,0.103,0.081,0.327,0.104,0.031,0.068
2019-03-13 11:00:00,0.132,0.185,0.089,0.089,0.089,0.102,0.245,0.155,0.031,0.119
2019-03-13 12:00:00,0.102,0.152,0.103,0.103,0.103,0.139,0.176,0.208,0.037,0.162
2019-03-13 13:00:00,0.07,0.149,0.153,0.153,0.153,0.186,0.12,0.255,0.055,0.181
2019-03-13 14:00:00,0.075,0.187,0.24,0.24,0.24,0.253,0.081,0.29,0.099,0.171
2019-03-13 15:00:00,0.082,0.203,0.274,0.274,0.274,0.301,0.04,0.289,0.157,0.141
2019-03-13 16:00:00,0.07,0.229,0.273,0.273,0.273,0.318,0.043,0.297,0.24,0.111
2019-03-13 17:00:00,0.055,0.327,0.286,0.286,0.286,0.353,0.082,0.322,0.354,0.09
2019-03-13 18:00:00,0.034,0.393,0.275,0.275,0.275,0.392,0.123,0.333,0.417,0.081
2019-03-13 19:00:00,0.04,0.414,0.258,0.258,0.258,0.377,0.151,0.299,0.425,0.098
2019-03-13 20:00:00,0.041,0.422,0.256,0.256,0.256,0.327,0.183,0.282,0.385,0.158
2019-03-13 21:00:00,0.084,0.446,0.272,0.272,0.272,0.353,0.23,0.311,0.374,0.315
2019-03-13 22:00:00,0.104,0.429,0.261,0.261,0.261,0.367,0.265,0.311,0.363,0.516
2019-03-13 23:00:00,0.076,0.392,0.239,0.239,0.239,0.385,0.28,0.26,0.379,0.627
2019-03-14 00:00:00,0.072,0.353,0.229,0.229,0.229,0.384,0.293,0.218,0.356,0.685
2019-03-14 01:00:00,0.084,0.323,0.211,0.211,0.211,0.34,0.312,0.181,0.335,0.767
2019-03-14 02:00:00,0.091,0.286,0.179,0.179,0.179,0.309,0.335,0.132,0.318,0.841
2019-03-14 03:00:00,0.09,0.257,0.168,0.168,0.168,0.272,0.325,0.073,0.277,0.881
2019-03-14 04:00:00,0.085,0.243,0.16,0.16,0.16,0.218,0.353,0.036,0.261,0.906
2019-03-14 05:00:00,0.076,0.239,0.177,0.177,0.177,0.152,0.424,0.037,0.31,0.915
2019-03-14 06:00:00,0.065,0.215,0.176,0.176,0.176,0.152,0.441,0.141,0.378,0.905
2019-03-14 07:00:00,0.029,0.114,0.114,0.114,0.114,0.317,0.455,0.417,0.582,0.899
2019-03-14 08:00:00,0.088,0.14,0.106,0.106,0.106,0.511,0.449,0.656,0.736,0.905
2019-03-14 09:00:00,0.14,0.076,0.062,0.062,0.062,0.693,0.404,0.745,0.801,0.917
2019-03-14 10:00:00,0.098,0.034,0.051,0.051,0.051,0.77,0.336,0.741,0.805,0.93
2019-03-14 11:00:00,0.073,0.055,0.055,0.055,0.055,0.8,0.278,0.706,0.788,0.936
2019-03-14 12:00:00,0.101,0.075,0.052,0.052,0.052,0.8,0.259,0.658,0.754,0.936
2019-03-14 13:00:00,0.154,0.084,0.051,0.051,0.051,0.754,0.378,0.576,0.698,0.923
2019-03-14 14:00:00,0.198,0.085,0.05,0.05,0.05,0.657,0.654,0.454,0.615,0.891
2019-03-14 15:00:00,0.204,0.114,0.057,0.057,0.057,0.511,0.848,0.308,0.493,0.832
2019-03-14 16:00:00,0.234,0.146,0.113,0.113,0.113,0.382,0.906,0.173,0.397,0.758
2019-03-14 17:00:00,0.246,0.103,0.197,0.197,0.197,0.297,0.907,0.053,0.294,0.702
2019-03-14 18:00:00,0.25,0.073,0.26,0.26,0.26,0.14,0.878,0.006,0.148,0.658
2019-03-14 19:00:00,0.264,0.047,0.299,0.299,0.299,0.054,0.823,0.001,0.069,0.661
2019-03-14 20:00:00,0.284,0.028,0.31,0.31,0.31,0.069,0.749,0.016,0.079,0.739
2019-03-14 21:00:00,0.309,0.033,0.34,0.34,0.34,0.166,0.673,0.074,0.172,0.854
2019-03-14 22:00:00,0.315,0.06,0.36,0.36,0.36,0.288,0.609,0.142,0.296,0.908
2019-03-14 23:00:00,0.284,0.086,0.321,0.321,0.321,0.404,0.539,0.186,0.414,0.904
2019-03-15 00:00:00,0.234,0.091,0.254,0.254,0.254,0.482,0.474,0.192,0.463,0.894
2019-03-15 01:00:00,0.193,0.092,0.195,0.195,0.195,0.473,0.388,0.172,0.453,0.882
2019-03-15 02:00:00,0.19,0.095,0.143,0.143,0.143,0.452,0.325,0.145,0.438,0.874
2019-03-15 03:00:00,0.217,0.085,0.114,0.114,0.114,0.428,0.294,0.105,0.411,0.867
2019-03-15 04:00:00,0.23,0.078,0.107,0.107,0.107,0.431,0.301,0.073,0.391,0.858
2019-03-15 05:00:00,0.214,0.074,0.116,0.116,0.116,0.431,0.32,0.047,0.366,0.849
2019-03-15 06:00:00,0.16,0.069,0.14,0.14,0.14,0.229,0.326,0.02,0.216,0.823
2019-03-15 07:00:00,0.078,0.044,0.127,0.127,0.127,0.088,0.377,0.009,0.077,0.788
2019-03-15 08:00:00,0.1,0.034,0.121,0.121,0.121,0.069,0.343,0.017,0.053,0.75
2019-03-15 09:00:00,0.095,0.059,0.165,0.165,0.165,0.092,0.27,0.024,0.074,0.69
2019-03-15 10:00:00,0.114,0.075,0.213,0.213,0.213,0.106,0.208,0.028,0.086,0.611
2019-03-15 11:00:00,0.175,0.087,0.253,0.253,0.253,0.107,0.158,0.035,0.091,0.512
2019-03-15 12:00:00,0.265,0.101,0.277,0.277,0.277,0.109,0.113,0.056,0.093,0.438
2019-03-15 13:00:00,0.346,0.116,0.289,0.289,0.289,0.117,0.072,0.091,0.089,0.394
2019-03-15 14:00:00,0.382,0.122,0.27,0.27,0.27,0.128,0.048,0.137,0.071,0.367
2019-03-15 15:00:00,0.342,0.087,0.214,0.214,0.214,0.1,0.033,0.169,0.041,0.327
2019-03-15 16:00:00,0.304,0.082,0.211,0.211,0.211,0.118,0.046,0.188,0.017,0.263
2019-03-15 17:00:00,0.349,0.087,0.26,0.26,0.26,0.254,0.087,0.203,0.003,0.185
2019-03-15 18:00:00,0.351,0.086,0.31,0.31,0.31,0.423,0.116,0.219,0.16,0.132
2019-03-15 19:00:00,0.333,0.09,0.364,0.364,0.364,0.508,0.17,0.253,0.449,0.113
2019-03-15 20:00:00,0.293,0.101,0.387,0.387,0.387,0.551,0.24,0.261,0.563,0.116
