time,"Appennino emiliano, area Monte Cimone_NORD",Crinale savonese entroterra ligure_NORD,"Piemonte sud-occidentale , Cuneese_NORD","Valle d’Aosta , area alpina_NORD","Veneto orientale , Delta del Po_NORD","Basilicata, area Melfi,Potenza_SUD","Calabria, area Crotone,Catanzaro_SUD","Campania, area Benevento,Avellino_SUD","Puglia, area Foggia,Daunia_SUD","Sicilia occidentale, area Trapani_SUD"
2019-11-05 14:00:00,0.53,0.279,0.115,0.115,0.115,0.926,0.648,0.914,0.915,0.608
2019-11-05 15:00:00,0.465,0.253,0.087,0.087,0.087,0.905,0.655,0.869,0.884,0.464
2019-11-05 16:00:00,0.499,0.229,0.075,0.075,0.075,0.885,0.663,0.857,0.865,0.33
2019-11-05 17:00:00,0.559,0.236,0.093,0.093,0.093,0.878,0.674,0.85,0.853,0.239
2019-11-05 18:00:00,0.632,0.259,0.121,0.121,0.121,0.881,0.69,0.857,0.852,0.16
2019-11-05 19:00:00,0.688,0.271,0.15,0.15,0.15,0.887,0.696,0.863,0.858,0.101
2019-11-05 20:00:00,0.715,0.277,0.17,0.17,0.17,0.881,0.697,0.865,0.857,0.074
2019-11-05 21:00:00,0.728,0.276,0.159,0.159,0.159,0.878,0.731,0.855,0.85,0.091
2019-11-05 22:00:00,0.741,0.282,0.155,0.155,0.155,0.865,0.727,0.824,0.827,0.165
2019-11-05 23:00:00,0.744,0.265,0.132,0.132,0.132,0.836,0.711,0.767,0.789,0.356
2019-11-06 00:00:00,0.715,0.228,0.107,0.107,0.107,0.802,0.692,0.733,0.742,0.556
2019-11-06 01:00:00,0.673,0.206,0.097,0.097,0.097,0.801,0.677,0.705,0.725,0.569
2019-11-06 02:00:00,0.612,0.197,0.103,0.103,0.103,0.77,0.65,0.622,0.67,0.453
2019-11-06 03:00:00,0.512,0.172,0.094,0.094,0.094,0.681,0.581,0.487,0.566,0.323
2019-11-06 04:00:00,0.455,0.146,0.093,0.093,0.093,0.585,0.486,0.406,0.45,0.229
2019-11-06 05:00:00,0.434,0.136,0.104,0.104,0.104,0.556,0.409,0.37,0.451,0.141
2019-11-06 06:00:00,0.387,0.126,0.101,0.101,0.101,0.493,0.327,0.335,0.454,0.11
2019-11-06 07:00:00,0.291,0.107,0.085,0.085,0.085,0.419,0.253,0.289,0.385,0.183
2019-11-06 08:00:00,0.225,0.061,0.061,0.061,0.061,0.492,0.227,0.412,0.459,0.25
2019-11-06 09:00:00,0.198,0.048,0.059,0.059,0.059,0.554,0.277,0.56,0.54,0.199
2019-11-06 10:00:00,0.246,0.056,0.06,0.06,0.06,0.612,0.374,0.573,0.593,0.098
2019-11-06 11:00:00,0.249,0.073,0.05,0.05,0.05,0.549,0.444,0.531,0.563,0.035
2019-11-06 12:00:00,0.229,0.089,0.029,0.029,0.029,0.423,0.455,0.445,0.462,0.061
2019-11-06 13:00:00,0.151,0.087,0.012,0.012,0.012,0.301,0.396,0.361,0.357,0.03
2019-11-06 14:00:00,0.069,0.075,0.006,0.006,0.006,0.206,0.309,0.289,0.29,0.032
2019-11-06 15:00:00,0.034,0.063,0.003,0.003,0.003,0.146,0.248,0.191,0.273,0.081
2019-11-06 16:00:00,0.022,0.059,0.005,0.005,0.005,0.138,0.173,0.158,0.25,0.208
2019-11-06 17:00:00,0.017,0.055,0.013,0.013,0.013,0.187,0.111,0.152,0.282,0.224
2019-11-06 18:00:00,0.016,0.039,0.017,0.017,0.017,0.196,0.079,0.137,0.282,0.274
2019-11-06 19:00:00,0.018,0.019,0.013,0.013,0.013,0.204,0.051,0.132,0.285,0.18
2019-11-06 20:00:00,0.019,0.007,0.01,0.01,0.01,0.237,0.031,0.128,0.307,0.162
2019-11-06 21:00:00,0.019,0.003,0.01,0.01,0.01,0.276,0.02,0.132,0.322,0.129
2019-11-06 22:00:00,0.016,0.002,0.013,0.013,0.013,0.315,0.02,0.167,0.34,0.093
2019-11-06 23:00:00,0.009,0.002,0.022,0.022,0.022,0.307,0.043,0.156,0.34,0.16
2019-11-07 00:00:00,0.003,0.002,0.035,0.035,0.035,0.257,0.168,0.142,0.281,0.213
2019-11-07 01:00:00,0.002,0.003,0.045,0.045,0.045,0.238,0.236,0.146,0.262,0.378
2019-11-07 02:00:00,0.003,0.007,0.055,0.055,0.055,0.237,0.262,0.139,0.264,0.516
2019-11-07 03:00:00,0.008,0.017,0.066,0.066,0.066,0.206,0.322,0.107,0.215,0.605
2019-11-07 04:00:00,0.022,0.028,0.069,0.069,0.069,0.125,0.372,0.066,0.151,0.642
2019-11-07 05:00:00,0.034,0.043,0.069,0.069,0.069,0.067,0.29,0.044,0.094,0.617
2019-11-07 06:00:00,0.042,0.054,0.073,0.073,0.073,0.049,0.259,0.025,0.073,0.549
2019-11-07 07:00:00,0.04,0.062,0.06,0.06,0.06,0.022,0.322,0.008,0.037,0.446
2019-11-07 08:00:00,0.038,0.058,0.034,0.034,0.034,0.003,0.327,0.003,0.009,0.397
2019-11-07 09:00:00,0.064,0.064,0.02,0.02,0.02,0.0,0.298,0.002,0.003,0.374
2019-11-07 10:00:00,0.081,0.077,0.012,0.012,0.012,0.0,0.491,0.002,0.003,0.377
2019-11-07 11:00:00,0.098,0.087,0.006,0.006,0.006,0.001,0.562,0.002,0.005,0.389
2019-11-07 12:00:00,0.127,0.108,0.011,0.011,0.011,0.002,0.544,0.002,0.009,0.399
2019-11-07 13:00:00,0.149,0.142,0.016,0.016,0.016,0.004,0.463,0.003,0.018,0.404
2019-11-07 14:00:00,0.144,0.136,0.008,0.008,0.008,0.008,0.385,0.004,0.025,0.395
2019-11-07 15:00:00,0.109,0.12,0.009,0.009,0.009,0.023,0.375,0.009,0.054,0.37
2019-11-07 16:00:00,0.098,0.109,0.009,0.009,0.009,0.045,0.401,0.016,0.08,0.347
2019-11-07 17:00:00,0.107,0.091,0.005,0.005,0.005,0.046,0.396,0.015,0.082,0.289
2019-11-07 18:00:00,0.142,0.1,0.002,0.002,0.002,0.041,0.381,0.01,0.071,0.213
2019-11-07 19:00:00,0.184,0.109,0.002,0.002,0.002,0.033,0.378,0.005,0.058,0.155
2019-11-07 20:00:00,0.226,0.114,0.007,0.007,0.007,0.026,0.384,0.002,0.044,0.134
2019-11-07 21:00:00,0.275,0.182,0.007,0.007,0.007,0.021,0.377,0.0,0.031,0.146
2019-11-07 22:00:00,0.311,0.162,0.005,0.005,0.005,0.03,0.364,0.002,0.029,0.193
2019-11-07 23:00:00,0.356,0.099,0.003,0.003,0.003,0.051,0.366,0.006,0.037,0.253
2019-11-08 00:00:00,0.419,0.069,0.002,0.002,0.002,0.075,0.357,0.022,0.049,0.315
2019-11-08 01:00:00,0.454,0.028,0.003,0.003,0.003,0.136,0.336,0.056,0.089,0.37
2019-11-08 02:00:00,0.439,0.032,0.005,0.005,0.005,0.23,0.341,0.09,0.176,0.424
2019-11-08 03:00:00,0.499,0.026,0.008,0.008,0.008,0.327,0.343,0.132,0.284,0.471
2019-11-08 04:00:00,0.502,0.018,0.011,0.011,0.011,0.423,0.356,0.166,0.404,0.527
2019-11-08 05:00:00,0.438,0.015,0.016,0.016,0.016,0.453,0.363,0.196,0.465,0.609
2019-11-08 06:00:00,0.329,0.01,0.016,0.016,0.016,0.398,0.347,0.235,0.411,0.686
2019-11-08 07:00:00,0.284,0.007,0.013,0.013,0.013,0.304,0.303,0.25,0.266,0.705
2019-11-08 08:00:00,0.196,0.002,0.004,0.004,0.004,0.511,0.297,0.392,0.433,0.733
2019-11-08 09:00:00,0.162,0.0,0.003,0.003,0.003,0.627,0.305,0.549,0.602,0.72
2019-11-08 10:00:00,0.191,0.001,0.004,0.004,0.004,0.677,0.333,0.678,0.681,0.694
2019-11-08 11:00:00,0.224,0.002,0.005,0.005,0.005,0.711,0.36,0.729,0.723,0.681
2019-11-08 12:00:00,0.241,0.006,0.005,0.005,0.005,0.702,0.358,0.734,0.728,0.659
2019-11-08 13:00:00,0.272,0.014,0.005,0.005,0.005,0.681,0.345,0.743,0.712,0.607
2019-11-08 14:00:00,0.213,0.034,0.01,0.01,0.01,0.629,0.366,0.69,0.659,0.532
2019-11-08 15:00:00,0.158,0.075,0.029,0.029,0.029,0.552,0.412,0.675,0.589,0.485
2019-11-08 16:00:00,0.145,0.114,0.037,0.037,0.037,0.547,0.459,0.649,0.59,0.486
2019-11-08 17:00:00,0.125,0.107,0.021,0.021,0.021,0.477,0.481,0.585,0.523,0.461
2019-11-08 18:00:00,0.131,0.079,0.011,0.011,0.011,0.482,0.486,0.596,0.539,0.412
2019-11-08 19:00:00,0.105,0.062,0.019,0.019,0.019,0.509,0.503,0.618,0.555,0.327
2019-11-08 20:00:00,0.091,0.06,0.035,0.035,0.035,0.512,0.531,0.617,0.544,0.259
2019-11-08 21:00:00,0.098,0.05,0.048,0.048,0.048,0.522,0.553,0.586,0.536,0.289
2019-11-08 22:00:00,0.096,0.023,0.044,0.044,0.044,0.551,0.551,0.527,0.522,0.348
2019-11-08 23:00:00,0.088,0.023,0.033,0.033,0.033,0.527,0.531,0.447,0.486,0.422
2019-11-09 00:00:00,0.083,0.025,0.021,0.021,0.021,0.482,0.505,0.409,0.449,0.452
2019-11-09 01:00:00,0.093,0.034,0.017,0.017,0.017,0.444,0.489,0.403,0.424,0.382
2019-11-09 02:00:00,0.108,0.031,0.017,0.017,0.017,0.365,0.49,0.346,0.351,0.253
2019-11-09 03:00:00,0.122,0.024,0.014,0.014,0.014,0.309,0.492,0.301,0.299,0.143
2019-11-09 04:00:00,0.127,0.016,0.009,0.009,0.009,0.273,0.513,0.243,0.287,0.111
2019-11-09 05:00:00,0.115,0.011,0.008,0.008,0.008,0.244,0.535,0.175,0.279,0.127
2019-11-09 06:00:00,0.091,0.01,0.007,0.007,0.007,0.194,0.537,0.113,0.253,0.157
2019-11-09 07:00:00,0.055,0.009,0.008,0.008,0.008,0.126,0.522,0.087,0.151,0.196
2019-11-09 08:00:00,0.037,0.004,0.003,0.003,0.003,0.146,0.651,0.133,0.162,0.299
2019-11-09 09:00:00,0.031,0.002,0.002,0.002,0.002,0.22,0.695,0.197,0.179,0.45
2019-11-09 10:00:00,0.021,0.002,0.003,0.003,0.003,0.301,0.697,0.235,0.189,0.593
2019-11-09 11:00:00,0.012,0.003,0.001,0.001,0.001,0.288,0.684,0.229,0.185,0.675
2019-11-09 12:00:00,0.005,0.005,0.0,0.0,0.0,0.247,0.67,0.194,0.153,0.701
2019-11-09 13:00:00,0.001,0.008,0.002,0.002,0.002,0.166,0.608,0.163,0.088,0.72
2019-11-09 14:00:00,0.0,0.016,0.008,0.008,0.008,0.095,0.517,0.128,0.037,0.758
2019-11-09 15:00:00,0.001,0.042,0.039,0.039,0.039,0.057,0.449,0.096,0.016,0.781
2019-11-09 16:00:00,0.005,0.077,0.051,0.051,0.051,0.047,0.442,0.097,0.013,0.801
2019-11-09 17:00:00,0.018,0.085,0.031,0.031,0.031,0.073,0.512,0.116,0.026,0.793
2019-11-09 18:00:00,0.033,0.079,0.018,0.018,0.018,0.101,0.536,0.138,0.056,0.772
2019-11-09 19:00:00,0.035,0.064,0.011,0.011,0.011,0.131,0.508,0.152,0.075,0.771
2019-11-09 20:00:00,0.026,0.046,0.008,0.008,0.008,0.204,0.496,0.179,0.127,0.771
2019-11-09 21:00:00,0.018,0.027,0.006,0.006,0.006,0.296,0.541,0.243,0.196,0.778
2019-11-09 22:00:00,0.012,0.015,0.004,0.004,0.004,0.426,0.586,0.307,0.266,0.773
2019-11-09 23:00:00,0.009,0.008,0.003,0.003,0.003,0.457,0.642,0.312,0.317,0.75
2019-11-10 00:00:00,0.009,0.004,0.004,0.004,0.004,0.378,0.704,0.284,0.309,0.726
2019-11-10 01:00:00,0.009,0.001,0.003,0.003,0.003,0.329,0.735,0.255,0.289,0.712
2019-11-10 02:00:00,0.007,0.001,0.002,0.002,0.002,0.36,0.716,0.247,0.319,0.69
2019-11-10 03:00:00,0.007,0.002,0.003,0.003,0.003,0.372,0.671,0.229,0.316,0.637
2019-11-10 04:00:00,0.009,0.01,0.006,0.006,0.006,0.337,0.634,0.204,0.267,0.551
2019-11-10 05:00:00,0.011,0.031,0.017,0.017,0.017,0.288,0.602,0.165,0.215,0.444
2019-11-10 06:00:00,0.013,0.052,0.029,0.029,0.029,0.238,0.57,0.131,0.181,0.346
2019-11-10 07:00:00,0.013,0.059,0.029,0.029,0.029,0.177,0.505,0.086,0.113,0.297
2019-11-10 08:00:00,0.007,0.061,0.025,0.025,0.025,0.276,0.493,0.095,0.119,0.378
2019-11-10 09:00:00,0.014,0.068,0.03,0.03,0.03,0.327,0.461,0.13,0.119,0.496
2019-11-10 10:00:00,0.022,0.073,0.044,0.044,0.044,0.367,0.437,0.191,0.135,0.584
2019-11-10 11:00:00,0.024,0.078,0.055,0.055,0.055,0.379,0.423,0.236,0.146,0.629
2019-11-10 12:00:00,0.03,0.085,0.063,0.063,0.063,0.353,0.353,0.245,0.136,0.643
2019-11-10 13:00:00,0.049,0.098,0.068,0.068,0.068,0.284,0.239,0.208,0.114,0.693
2019-11-10 14:00:00,0.073,0.124,0.069,0.069,0.069,0.171,0.139,0.117,0.075,0.761
2019-11-10 15:00:00,0.127,0.183,0.086,0.086,0.086,0.068,0.092,0.062,0.029,0.8
2019-11-10 16:00:00,0.195,0.236,0.107,0.107,0.107,0.036,0.076,0.051,0.024,0.809
2019-11-10 17:00:00,0.222,0.267,0.114,0.114,0.114,0.034,0.094,0.044,0.038,0.817
2019-11-10 18:00:00,0.223,0.283,0.128,0.128,0.128,0.034,0.129,0.047,0.048,0.84
2019-11-10 19:00:00,0.189,0.292,0.145,0.145,0.145,0.039,0.174,0.052,0.064,0.875
2019-11-10 20:00:00,0.175,0.294,0.159,0.159,0.159,0.046,0.222,0.061,0.069,0.89
2019-11-10 21:00:00,0.179,0.285,0.168,0.168,0.168,0.055,0.262,0.07,0.067,0.886
2019-11-10 22:00:00,0.2,0.278,0.181,0.181,0.181,0.066,0.286,0.073,0.065,0.848
2019-11-10 23:00:00,0.22,0.271,0.168,0.168,0.168,0.084,0.282,0.077,0.064,0.752
2019-11-11 00:00:00,0.234,0.274,0.168,0.168,0.168,0.097,0.258,0.079,0.065,0.648
2019-11-11 01:00:00,0.248,0.275,0.173,0.173,0.173,0.103,0.223,0.068,0.068,0.612
2019-11-11 02:00:00,0.236,0.277,0.175,0.175,0.175,0.118,0.187,0.056,0.078,0.635
2019-11-11 03:00:00,0.215,0.279,0.166,0.166,0.166,0.154,0.165,0.057,0.101,0.664
2019-11-11 04:00:00,0.216,0.307,0.187,0.187,0.187,0.189,0.161,0.069,0.131,0.665
2019-11-11 05:00:00,0.215,0.335,0.212,0.212,0.212,0.213,0.182,0.077,0.152,0.64
2019-11-11 06:00:00,0.206,0.341,0.178,0.178,0.178,0.216,0.22,0.087,0.158,0.575
2019-11-11 07:00:00,0.179,0.332,0.16,0.16,0.16,0.122,0.248,0.065,0.086,0.511
2019-11-11 08:00:00,0.146,0.317,0.15,0.15,0.15,0.113,0.284,0.055,0.051,0.406
2019-11-11 09:00:00,0.136,0.311,0.145,0.145,0.145,0.114,0.339,0.096,0.107,0.367
2019-11-11 10:00:00,0.113,0.321,0.162,0.162,0.162,0.116,0.408,0.119,0.123,0.337
2019-11-11 11:00:00,0.097,0.327,0.179,0.179,0.179,0.123,0.48,0.097,0.146,0.237
2019-11-11 12:00:00,0.068,0.297,0.165,0.165,0.165,0.13,0.536,0.069,0.158,0.085
2019-11-11 13:00:00,0.036,0.261,0.13,0.13,0.13,0.166,0.598,0.043,0.196,0.009
2019-11-11 14:00:00,0.034,0.22,0.082,0.082,0.082,0.215,0.685,0.025,0.248,0.063
2019-11-11 15:00:00,0.061,0.176,0.042,0.042,0.042,0.358,0.766,0.053,0.401,0.149
2019-11-11 16:00:00,0.09,0.173,0.034,0.034,0.034,0.446,0.797,0.101,0.53,0.19
2019-11-11 17:00:00,0.09,0.166,0.031,0.031,0.031,0.42,0.851,0.167,0.49,0.176
2019-11-11 18:00:00,0.063,0.143,0.028,0.028,0.028,0.361,0.888,0.255,0.421,0.089
2019-11-11 19:00:00,0.039,0.133,0.027,0.027,0.027,0.392,0.896,0.268,0.372,0.035
2019-11-11 20:00:00,0.019,0.145,0.025,0.025,0.025,0.423,0.907,0.3,0.36,0.102
2019-11-11 21:00:00,0.017,0.178,0.019,0.019,0.019,0.438,0.932,0.299,0.343,0.25
2019-11-11 22:00:00,0.034,0.177,0.017,0.017,0.017,0.442,0.946,0.334,0.332,0.071
2019-11-11 23:00:00,0.047,0.168,0.019,0.019,0.019,0.528,0.954,0.507,0.446,0.235
2019-11-12 00:00:00,0.054,0.176,0.022,0.022,0.022,0.651,0.965,0.557,0.681,0.392
2019-11-12 01:00:00,0.07,0.231,0.04,0.04,0.04,0.679,0.964,0.493,0.64,0.343
2019-11-12 02:00:00,0.084,0.249,0.062,0.062,0.062,0.783,0.948,0.52,0.695,0.197
2019-11-12 03:00:00,0.098,0.241,0.046,0.046,0.046,0.861,0.931,0.608,0.733,0.077
2019-11-12 04:00:00,0.119,0.277,0.067,0.067,0.067,0.945,0.969,0.651,0.871,0.018
2019-11-12 05:00:00,0.134,0.364,0.14,0.14,0.14,0.943,0.931,0.573,0.938,0.052
2019-11-12 06:00:00,0.153,0.414,0.236,0.236,0.236,0.835,0.941,0.527,0.937,0.166
2019-11-12 07:00:00,0.18,0.425,0.229,0.229,0.229,0.733,0.962,0.534,0.879,0.316
2019-11-12 08:00:00,0.224,0.435,0.168,0.168,0.168,0.629,0.969,0.486,0.706,0.471
2019-11-12 09:00:00,0.224,0.451,0.171,0.171,0.171,0.674,0.959,0.454,0.588,0.743
2019-11-12 10:00:00,0.272,0.45,0.194,0.194,0.194,0.785,0.939,0.651,0.731,0.902
2019-11-12 11:00:00,0.327,0.506,0.207,0.207,0.207,0.875,0.956,0.815,0.836,0.948
2019-11-12 12:00:00,0.335,0.535,0.215,0.215,0.215,0.912,0.965,0.876,0.891,0.967
2019-11-12 13:00:00,0.374,0.532,0.228,0.228,0.228,0.9,0.969,0.876,0.892,0.966
2019-11-12 14:00:00,0.36,0.449,0.195,0.195,0.195,0.827,0.969,0.808,0.84,0.917
2019-11-12 15:00:00,0.374,0.432,0.215,0.215,0.215,0.717,0.966,0.711,0.736,0.526
2019-11-12 16:00:00,0.415,0.406,0.193,0.193,0.193,0.703,0.967,0.675,0.693,0.414
2019-11-12 17:00:00,0.39,0.369,0.171,0.171,0.171,0.683,0.968,0.651,0.664,0.706
2019-11-12 18:00:00,0.323,0.382,0.185,0.185,0.185,0.684,0.969,0.626,0.635,0.777
2019-11-12 19:00:00,0.167,0.385,0.195,0.195,0.195,0.703,0.966,0.613,0.617,0.887
2019-11-12 20:00:00,0.06,0.367,0.194,0.194,0.194,0.727,0.959,0.61,0.61,0.957
2019-11-12 21:00:00,0.039,0.347,0.189,0.189,0.189,0.738,0.941,0.618,0.6,0.969
2019-11-12 22:00:00,0.031,0.332,0.165,0.165,0.165,0.734,0.93,0.607,0.591,0.968
2019-11-12 23:00:00,0.03,0.337,0.153,0.153,0.153,0.734,0.933,0.556,0.615,0.968
2019-11-13 00:00:00,0.034,0.364,0.157,0.157,0.157,0.723,0.952,0.469,0.688,0.969
2019-11-13 01:00:00,0.041,0.395,0.151,0.151,0.151,0.732,0.965,0.471,0.796,0.967
2019-11-13 02:00:00,0.04,0.424,0.143,0.143,0.143,0.689,0.969,0.548,0.729,0.961
2019-11-13 03:00:00,0.033,0.465,0.154,0.154,0.154,0.603,0.967,0.599,0.649,0.952
2019-11-13 04:00:00,0.035,0.474,0.168,0.168,0.168,0.559,0.957,0.549,0.574,0.947
2019-11-13 05:00:00,0.04,0.468,0.194,0.194,0.194,0.541,0.938,0.505,0.542,0.944
2019-11-13 06:00:00,0.051,0.457,0.211,0.211,0.211,0.534,0.913,0.475,0.494,0.932
2019-11-13 07:00:00,0.044,0.419,0.199,0.199,0.199,0.531,0.884,0.448,0.423,0.909
2019-11-13 08:00:00,0.026,0.307,0.127,0.127,0.127,0.733,0.835,0.519,0.634,0.87
2019-11-13 09:00:00,0.058,0.236,0.075,0.075,0.075,0.826,0.801,0.546,0.742,0.819
2019-11-13 10:00:00,0.097,0.243,0.046,0.046,0.046,0.797,0.747,0.556,0.72,0.761
2019-11-13 11:00:00,0.125,0.172,0.026,0.026,0.026,0.723,0.671,0.551,0.642,0.694
2019-11-13 12:00:00,0.128,0.098,0.02,0.02,0.02,0.633,0.575,0.543,0.543,0.599
2019-11-13 13:00:00,0.112,0.042,0.008,0.008,0.008,0.559,0.487,0.519,0.465,0.497
2019-11-13 14:00:00,0.081,0.016,0.001,0.001,0.001,0.449,0.426,0.397,0.382,0.437
2019-11-13 15:00:00,0.059,0.023,0.004,0.004,0.004,0.347,0.387,0.314,0.349,0.459
2019-11-13 16:00:00,0.047,0.034,0.01,0.01,0.01,0.364,0.364,0.345,0.419,0.484
2019-11-13 17:00:00,0.043,0.034,0.007,0.007,0.007,0.419,0.337,0.365,0.476,0.458
2019-11-13 18:00:00,0.034,0.026,0.004,0.004,0.004,0.485,0.311,0.356,0.524,0.426
2019-11-13 19:00:00,0.021,0.017,0.002,0.002,0.002,0.497,0.289,0.307,0.522,0.389
2019-11-13 20:00:00,0.012,0.01,0.001,0.001,0.001,0.466,0.266,0.263,0.484,0.346
2019-11-13 21:00:00,0.013,0.006,0.0,0.0,0.0,0.423,0.248,0.222,0.442,0.372
2019-11-13 22:00:00,0.014,0.005,0.001,0.001,0.001,0.409,0.232,0.192,0.414,0.526
2019-11-13 23:00:00,0.014,0.004,0.003,0.003,0.003,0.362,0.211,0.152,0.364,0.704
2019-11-14 00:00:00,0.017,0.003,0.004,0.004,0.004,0.272,0.18,0.114,0.272,0.662
2019-11-14 01:00:00,0.019,0.002,0.001,0.001,0.001,0.197,0.14,0.109,0.185,0.522
2019-11-14 02:00:00,0.015,0.001,0.0,0.0,0.0,0.156,0.091,0.102,0.131,0.511
2019-11-14 03:00:00,0.015,0.002,0.0,0.0,0.0,0.119,0.058,0.065,0.084,0.512
2019-11-14 04:00:00,0.03,0.004,0.001,0.001,0.001,0.087,0.036,0.029,0.046,0.495
2019-11-14 05:00:00,0.058,0.007,0.001,0.001,0.001,0.069,0.024,0.014,0.025,0.486
2019-11-14 06:00:00,0.067,0.011,0.001,0.001,0.001,0.067,0.024,0.011,0.019,0.444
2019-11-14 07:00:00,0.055,0.026,0.003,0.003,0.003,0.058,0.035,0.013,0.018,0.349
2019-11-14 08:00:00,0.034,0.034,0.004,0.004,0.004,0.04,0.068,0.02,0.021,0.29
2019-11-14 09:00:00,0.103,0.044,0.009,0.009,0.009,0.048,0.103,0.038,0.042,0.246
2019-11-14 10:00:00,0.172,0.051,0.016,0.016,0.016,0.071,0.115,0.055,0.058,0.236
2019-11-14 11:00:00,0.198,0.055,0.024,0.024,0.024,0.095,0.116,0.07,0.059,0.288
2019-11-14 12:00:00,0.227,0.056,0.021,0.021,0.021,0.075,0.122,0.064,0.062,0.39
2019-11-14 13:00:00,0.246,0.058,0.024,0.024,0.024,0.034,0.132,0.058,0.058,0.455
2019-11-14 14:00:00,0.191,0.066,0.025,0.025,0.025,0.022,0.143,0.058,0.061,0.452
2019-11-14 15:00:00,0.239,0.09,0.023,0.023,0.023,0.034,0.189,0.059,0.076,0.375
2019-11-14 16:00:00,0.332,0.171,0.029,0.029,0.029,0.055,0.215,0.052,0.099,0.243
2019-11-14 17:00:00,0.358,0.303,0.053,0.053,0.053,0.085,0.213,0.062,0.126,0.12
2019-11-14 18:00:00,0.387,0.449,0.1,0.1,0.1,0.124,0.195,0.068,0.157,0.103
2019-11-14 19:00:00,0.386,0.577,0.14,0.14,0.14,0.157,0.187,0.077,0.183,0.195
2019-11-14 20:00:00,0.428,0.684,0.227,0.227,0.227,0.191,0.198,0.09,0.208,0.374
2019-11-14 21:00:00,0.458,0.784,0.332,0.332,0.332,0.234,0.206,0.115,0.243,0.577
2019-11-14 22:00:00,0.534,0.853,0.295,0.295,0.295,0.272,0.198,0.138,0.281,0.712
2019-11-14 23:00:00,0.632,0.899,0.2,0.2,0.2,0.296,0.189,0.184,0.312,0.765
2019-11-15 00:00:00,0.716,0.876,0.143,0.143,0.143,0.325,0.184,0.284,0.343,0.771
2019-11-15 01:00:00,0.753,0.744,0.123,0.123,0.123,0.368,0.193,0.346,0.374,0.755
2019-11-15 02:00:00,0.763,0.596,0.131,0.131,0.131,0.405,0.215,0.372,0.401,0.75
2019-11-15 03:00:00,0.758,0.493,0.123,0.123,0.123,0.387,0.231,0.366,0.398,0.75
2019-11-15 04:00:00,0.699,0.462,0.141,0.141,0.141,0.361,0.257,0.378,0.418,0.758
2019-11-15 05:00:00,0.605,0.428,0.112,0.112,0.112,0.372,0.312,0.404,0.439,0.789
2019-11-15 06:00:00,0.479,0.377,0.09,0.09,0.09,0.374,0.376,0.412,0.434,0.815
2019-11-15 07:00:00,0.338,0.322,0.079,0.079,0.079,0.324,0.423,0.419,0.331,0.816
2019-11-15 08:00:00,0.199,0.263,0.057,0.057,0.057,0.346,0.541,0.474,0.243,0.87
2019-11-15 09:00:00,0.11,0.191,0.034,0.034,0.034,0.564,0.629,0.667,0.463,0.923
2019-11-15 10:00:00,0.064,0.113,0.017,0.017,0.017,0.63,0.688,0.764,0.582,0.946
2019-11-15 11:00:00,0.063,0.067,0.007,0.007,0.007,0.681,0.717,0.804,0.635,0.957
2019-11-15 12:00:00,0.117,0.036,0.005,0.005,0.005,0.706,0.728,0.802,0.665,0.962
2019-11-15 13:00:00,0.138,0.022,0.004,0.004,0.004,0.695,0.732,0.774,0.661,0.965
2019-11-15 14:00:00,0.057,0.012,0.002,0.002,0.002,0.621,0.698,0.708,0.618,0.961
2019-11-15 15:00:00,0.038,0.007,0.001,0.001,0.001,0.603,0.685,0.661,0.628,0.944
2019-11-15 16:00:00,0.073,0.005,0.001,0.001,0.001,0.603,0.713,0.64,0.647,0.916
2019-11-15 17:00:00,0.094,0.005,0.001,0.001,0.001,0.595,0.749,0.642,0.638,0.875
2019-11-15 18:00:00,0.09,0.007,0.001,0.001,0.001,0.633,0.767,0.695,0.668,0.853
2019-11-15 19:00:00,0.084,0.011,0.003,0.003,0.003,0.665,0.751,0.745,0.696,0.841
2019-11-15 20:00:00,0.094,0.013,0.004,0.004,0.004,0.66,0.731,0.802,0.721,0.8
2019-11-15 21:00:00,0.134,0.013,0.005,0.005,0.005,0.664,0.733,0.784,0.727,0.718
2019-11-15 22:00:00,0.209,0.017,0.011,0.011,0.011,0.646,0.733,0.727,0.701,0.543
2019-11-15 23:00:00,0.282,0.025,0.022,0.022,0.022,0.645,0.735,0.693,0.651,0.375
2019-11-16 00:00:00,0.301,0.029,0.015,0.015,0.015,0.623,0.737,0.6,0.578,0.257
2019-11-16 01:00:00,0.33,0.048,0.009,0.009,0.009,0.602,0.727,0.526,0.571,0.211
2019-11-16 02:00:00,0.371,0.098,0.015,0.015,0.015,0.585,0.709,0.443,0.556,0.213
2019-11-16 03:00:00,0.347,0.131,0.019,0.019,0.019,0.551,0.687,0.364,0.532,0.218
2019-11-16 04:00:00,0.314,0.152,0.025,0.025,0.025,0.509,0.682,0.29,0.482,0.231
2019-11-16 05:00:00,0.246,0.15,0.03,0.03,0.03,0.479,0.686,0.235,0.449,0.257
2019-11-16 06:00:00,0.181,0.173,0.029,0.029,0.029,0.451,0.697,0.206,0.405,0.34
2019-11-16 07:00:00,0.108,0.143,0.017,0.017,0.017,0.391,0.697,0.227,0.343,0.481
2019-11-16 08:00:00,0.037,0.078,0.007,0.007,0.007,0.312,0.703,0.297,0.301,0.645
2019-11-16 09:00:00,0.017,0.063,0.005,0.005,0.005,0.223,0.753,0.322,0.211,0.821
